,feature,score,param
10,x_kurtosis,0.76,"{'C': 588.468443374532, 'kernel': 'sigmoid', 'gamma': 804.7682618883807, 'degree': 4, 'coef0': 71.2756309717924, 'random_state': 42}"
11,y_max,0.68,"{'C': 23.926755132174733, 'kernel': 'rbf', 'gamma': 232.23673157931663, 'degree': 4, 'coef0': 279.1928674816919, 'random_state': 42}"
12,y_min,0.6,"{'C': 511.53009982916336, 'kernel': 'sigmoid', 'gamma': 480.5367070062328, 'degree': 2, 'coef0': 383.2239980746323, 'random_state': 42}"
13,y_mean,0.64,"{'C': 56.34043995311134, 'kernel': 'sigmoid', 'gamma': 882.8879748130953, 'degree': 2, 'coef0': 120.88770977827095, 'random_state': 42}"
14,y_median,0.7466666666666667,"{'C': 277.26826394897915, 'kernel': 'sigmoid', 'gamma': 377.5489899441509, 'degree': 3, 'coef0': 875.1013158540583, 'random_state': 42}"
15,y_variance,0.92,"{'C': 289.11086467678325, 'kernel': 'sigmoid', 'gamma': 123.04062551696596, 'degree': 4, 'coef0': 406.72005931223794, 'random_state': 42}"
16,y_standard_deviation,0.68,"{'C': 383.78633527458845, 'kernel': 'sigmoid', 'gamma': 521.6765683714286, 'degree': 3, 'coef0': 379.6839194827415, 'random_state': 42}"
17,y_1st_percentile,0.6,"{'C': 56.50883663244334, 'kernel': 'rbf', 'gamma': 71.18593443411635, 'degree': 3, 'coef0': 862.1074221558762, 'random_state': 42}"
18,y_99th_percentile,0.7466666666666667,"{'C': 241.82369296954454, 'kernel': 'sigmoid', 'gamma': 532.2318770042995, 'degree': 5, 'coef0': 29.91423113453047, 'random_state': 42}"
19,y_displacement_between_99th_percentile_and_1st_percentile,0.7333333333333333,"{'C': 233.6713452780002, 'kernel': 'sigmoid', 'gamma': 824.904067459233, 'degree': 2, 'coef0': 699.524523922524, 'random_state': 42}"
20,y_skewness,0.96,"{'C': 0.40446817084687403, 'kernel': 'sigmoid', 'gamma': 217.46078840446654, 'degree': 4, 'coef0': 730.338490098971, 'random_state': 42}"
21,y_kurtosis,0.7466666666666667,"{'C': 777.532300820943, 'kernel': 'rbf', 'gamma': 0.7952245793110913, 'degree': 2, 'coef0': 632.225082872756, 'random_state': 42}"
22,pressure_max,0.72,"{'C': 930.1976657549228, 'kernel': 'sigmoid', 'gamma': 193.02502254037293, 'degree': 4, 'coef0': 789.5404069608261, 'random_state': 42}"
23,pressure_mean,0.6666666666666666,"{'C': 683.7696257577742, 'kernel': 'sigmoid', 'gamma': 796.0877455775909, 'degree': 1, 'coef0': 86.76067635659307, 'random_state': 42}"
24,pressure_median,0.68,"{'C': 735.654336435844, 'kernel': 'sigmoid', 'gamma': 245.43240470466807, 'degree': 1, 'coef0': 316.4998850202359, 'random_state': 42}"
25,pressure_variance,0.7466666666666667,"{'C': 114.43378228023732, 'kernel': 'sigmoid', 'gamma': 939.9475078206611, 'degree': 4, 'coef0': 724.1968760628018, 'random_state': 42}"
26,pressure_standard_deviation,0.7466666666666667,"{'C': 813.3205240793043, 'kernel': 'sigmoid', 'gamma': 675.1122631748075, 'degree': 3, 'coef0': 828.0271731490441, 'random_state': 42}"
27,pressure_99th_percentile,0.6933333333333334,"{'C': 572.6061182655837, 'kernel': 'sigmoid', 'gamma': 853.9023560935921, 'degree': 5, 'coef0': 188.19665509293344, 'random_state': 42}"
28,pressure_displacement_between_99th_percentile_and_1st_percentile,0.7866666666666666,"{'C': 0.3042160982472062, 'kernel': 'sigmoid', 'gamma': 963.9201255098873, 'degree': 3, 'coef0': 143.58344986902472, 'random_state': 42}"
29,pressure_skewness,0.6,"{'C': 761.9755336896826, 'kernel': 'sigmoid', 'gamma': 77.49695007310675, 'degree': 2, 'coef0': 75.71201520626127, 'random_state': 42}"
30,pressure_kurtosis,0.6933333333333334,"{'C': 562.0707382126329, 'kernel': 'sigmoid', 'gamma': 903.9371736613178, 'degree': 2, 'coef0': 214.40656338879646, 'random_state': 42}"
31,azimuth_max,0.5866666666666667,"{'C': 133.08005566325144, 'kernel': 'sigmoid', 'gamma': 591.1214572404249, 'degree': 1, 'coef0': 799.0384149491271, 'random_state': 42}"
32,azimuth_min,0.6666666666666666,"{'C': 470.9338039956849, 'kernel': 'sigmoid', 'gamma': 954.107855214034, 'degree': 2, 'coef0': 178.88872075074738, 'random_state': 42}"
33,azimuth_mean,0.84,"{'C': 869.4586706208756, 'kernel': 'sigmoid', 'gamma': 300.0706656067385, 'degree': 4, 'coef0': 535.2804734030109, 'random_state': 42}"
34,azimuth_median,0.8533333333333334,"{'C': 435.8990908495735, 'kernel': 'sigmoid', 'gamma': 320.5476910699855, 'degree': 5, 'coef0': 622.2431868634935, 'random_state': 42}"
35,azimuth_variance,0.5866666666666667,"{'C': 109.67864449321226, 'kernel': 'rbf', 'gamma': 939.4693224367024, 'degree': 3, 'coef0': 313.00408242917, 'random_state': 42}"
36,azimuth_standard_deviation,0.6533333333333333,"{'C': 24.010031850456528, 'kernel': 'rbf', 'gamma': 112.74026828226113, 'degree': 2, 'coef0': 826.6334181399891, 'random_state': 42}"
37,azimuth_1st_percentile,0.7066666666666667,"{'C': 967.7034830915889, 'kernel': 'sigmoid', 'gamma': 289.6144713975213, 'degree': 4, 'coef0': 233.4326009349227, 'random_state': 42}"
38,azimuth_99th_percentile,0.6133333333333333,"{'C': 414.106961589053, 'kernel': 'sigmoid', 'gamma': 183.741555944045, 'degree': 5, 'coef0': 493.74483445656824, 'random_state': 42}"
39,azimuth_displacement_between_99th_percentile_and_1st_percentile,0.6133333333333333,"{'C': 16.73850198099892, 'kernel': 'rbf', 'gamma': 272.75791721290125, 'degree': 4, 'coef0': 923.0465969389677, 'random_state': 42}"
40,azimuth_skewness,0.7066666666666667,"{'C': 938.5903297541248, 'kernel': 'sigmoid', 'gamma': 983.0486485814482, 'degree': 2, 'coef0': 62.501990700899405, 'random_state': 42}"
41,azimuth_kurtosis,0.7333333333333333,"{'C': 906.3530384633708, 'kernel': 'sigmoid', 'gamma': 160.25208568158558, 'degree': 2, 'coef0': 31.265296617590167, 'random_state': 42}"
42,altitude_max,0.7066666666666667,"{'C': 222.45483806557257, 'kernel': 'sigmoid', 'gamma': 947.0756268316377, 'degree': 1, 'coef0': 495.3937396956014, 'random_state': 42}"
43,altitude_min,0.6133333333333333,"{'C': 444.1638378444405, 'kernel': 'sigmoid', 'gamma': 999.756685799116, 'degree': 1, 'coef0': 552.7270720310111, 'random_state': 42}"
44,altitude_mean,0.7066666666666667,"{'C': 939.9869428178174, 'kernel': 'sigmoid', 'gamma': 419.8022114704137, 'degree': 4, 'coef0': 137.0291383173954, 'random_state': 42}"
45,altitude_median,0.6666666666666666,"{'C': 877.4178219493826, 'kernel': 'sigmoid', 'gamma': 771.3636331726499, 'degree': 5, 'coef0': 974.626450703437, 'random_state': 42}"
46,altitude_variance,0.6133333333333333,"{'C': 618.9686955519823, 'kernel': 'sigmoid', 'gamma': 616.5077427536806, 'degree': 5, 'coef0': 387.42589528132675, 'random_state': 42}"
47,altitude_standard_deviation,0.64,"{'C': 122.10334461616947, 'kernel': 'sigmoid', 'gamma': 919.3448625929888, 'degree': 4, 'coef0': 439.66041417125786, 'random_state': 42}"
48,altitude_1st_percentile,0.8,"{'C': 342.883845139388, 'kernel': 'sigmoid', 'gamma': 959.7688486975151, 'degree': 4, 'coef0': 139.67318929755606, 'random_state': 42}"
49,altitude_99th_percentile,0.7333333333333333,"{'C': 668.3175134652332, 'kernel': 'sigmoid', 'gamma': 243.04273539894658, 'degree': 1, 'coef0': 795.3659112473032, 'random_state': 42}"
50,altitude_displacement_between_99th_percentile_and_1st_percentile,0.68,"{'C': 71.89243433472409, 'kernel': 'rbf', 'gamma': 0.4500184774681063, 'degree': 5, 'coef0': 144.53943524540972, 'random_state': 42}"
51,altitude_skewness,0.7466666666666667,"{'C': 750.1097735502661, 'kernel': 'sigmoid', 'gamma': 719.3457660527624, 'degree': 4, 'coef0': 117.27359549144374, 'random_state': 42}"
52,altitude_kurtosis,0.7066666666666667,"{'C': 649.4105480718879, 'kernel': 'sigmoid', 'gamma': 352.20990134531627, 'degree': 3, 'coef0': 0.029128136988797945, 'random_state': 42}"
53,displacement_max,0.6933333333333334,"{'C': 680.0571312240114, 'kernel': 'sigmoid', 'gamma': 871.203641148211, 'degree': 1, 'coef0': 93.22152268490106, 'random_state': 42}"
54,displacement_mean,0.76,"{'C': 811.2094791395612, 'kernel': 'sigmoid', 'gamma': 401.90430643367233, 'degree': 3, 'coef0': 762.6777069744036, 'random_state': 42}"
55,displacement_median,0.8266666666666667,"{'C': 432.8486766428938, 'kernel': 'sigmoid', 'gamma': 755.9239216749477, 'degree': 3, 'coef0': 968.4637129946663, 'random_state': 42}"
56,displacement_variance,0.6666666666666666,"{'C': 699.8515152505133, 'kernel': 'rbf', 'gamma': 154.082035451138, 'degree': 5, 'coef0': 919.8701261106964, 'random_state': 42}"
57,displacement_standard_deviation,0.68,"{'C': 661.5178926869877, 'kernel': 'sigmoid', 'gamma': 778.1434984324176, 'degree': 3, 'coef0': 156.4539101568758, 'random_state': 42}"
58,displacement_99th_percentile,0.6266666666666667,"{'C': 0.6155906500799233, 'kernel': 'sigmoid', 'gamma': 246.27633255028607, 'degree': 2, 'coef0': 638.4964563303906, 'random_state': 42}"
59,displacement_displacement_between_99th_percentile_and_1st_percentile,0.7333333333333333,"{'C': 0.1934409311137113, 'kernel': 'sigmoid', 'gamma': 281.8765193561018, 'degree': 3, 'coef0': 448.4852149701453, 'random_state': 42}"
60,displacement_skewness,0.68,"{'C': 284.9935845768975, 'kernel': 'sigmoid', 'gamma': 699.4939557217946, 'degree': 2, 'coef0': 278.2870463756791, 'random_state': 42}"
61,displacement_kurtosis,0.7066666666666667,"{'C': 72.43167683502932, 'kernel': 'sigmoid', 'gamma': 744.4987342395359, 'degree': 4, 'coef0': 500.8381868954802, 'random_state': 42}"
62,velocity_max,0.6933333333333334,"{'C': 973.4916759438221, 'kernel': 'sigmoid', 'gamma': 536.718023633945, 'degree': 5, 'coef0': 5.438558611923071, 'random_state': 42}"
63,velocity_min,0.5333333333333333,"{'C': 472.66037684249477, 'kernel': 'rbf', 'gamma': 454.1154885460799, 'degree': 3, 'coef0': 269.0534584287929, 'random_state': 42}"
64,velocity_mean,0.76,"{'C': 453.5972227405002, 'kernel': 'sigmoid', 'gamma': 479.0706194787541, 'degree': 3, 'coef0': 550.3512017558602, 'random_state': 42}"
65,velocity_median,0.6933333333333334,"{'C': 947.6354949143852, 'kernel': 'sigmoid', 'gamma': 946.5907002167968, 'degree': 4, 'coef0': 895.8732824359763, 'random_state': 42}"
66,velocity_variance,0.7066666666666667,"{'C': 212.55586528869176, 'kernel': 'sigmoid', 'gamma': 879.7596762336829, 'degree': 2, 'coef0': 36.26189517876736, 'random_state': 42}"
67,velocity_standard_deviation,0.6666666666666666,"{'C': 829.5271969882117, 'kernel': 'sigmoid', 'gamma': 865.1934269873719, 'degree': 3, 'coef0': 20.67716519244846, 'random_state': 42}"
68,velocity_99th_percentile,0.6666666666666666,"{'C': 528.3765458515857, 'kernel': 'rbf', 'gamma': 6.793308450631315, 'degree': 5, 'coef0': 235.8900016155693, 'random_state': 42}"
69,velocity_displacement_between_99th_percentile_and_1st_percentile,0.6666666666666666,"{'C': 21.005475182780927, 'kernel': 'rbf', 'gamma': 11.693174544409892, 'degree': 3, 'coef0': 783.0793161951635, 'random_state': 42}"
70,velocity_skewness,0.56,"{'C': 884.3398712108328, 'kernel': 'sigmoid', 'gamma': 159.85892695586853, 'degree': 2, 'coef0': 715.6970424775584, 'random_state': 42}"
71,velocity_kurtosis,0.6533333333333333,"{'C': 376.5839357852716, 'kernel': 'sigmoid', 'gamma': 898.6400381171138, 'degree': 1, 'coef0': 767.6993229641552, 'random_state': 42}"
72,x_displacement_max,0.7466666666666667,"{'C': 0.4021223899767183, 'kernel': 'sigmoid', 'gamma': 729.6710488239012, 'degree': 5, 'coef0': 116.86746002982116, 'random_state': 42}"
73,x_displacement_mean,0.72,"{'C': 924.6659414246948, 'kernel': 'sigmoid', 'gamma': 337.562484182967, 'degree': 2, 'coef0': 274.5670483395222, 'random_state': 42}"
74,x_displacement_median,0.6133333333333333,"{'C': 511.22897526734215, 'kernel': 'rbf', 'gamma': 789.3731922969379, 'degree': 2, 'coef0': 109.69353495932384, 'random_state': 42}"
75,x_displacement_variance,0.7466666666666667,"{'C': 49.8796620439782, 'kernel': 'sigmoid', 'gamma': 98.85277178317216, 'degree': 1, 'coef0': 55.088381114035336, 'random_state': 42}"
76,x_displacement_standard_deviation,0.6533333333333333,"{'C': 218.81222082836854, 'kernel': 'sigmoid', 'gamma': 183.26636839187915, 'degree': 3, 'coef0': 19.821142306165484, 'random_state': 42}"
77,x_displacement_99th_percentile,0.6266666666666667,"{'C': 467.7481529212644, 'kernel': 'sigmoid', 'gamma': 782.7357117527434, 'degree': 2, 'coef0': 31.75990609186679, 'random_state': 42}"
78,x_displacement_displacement_between_99th_percentile_and_1st_percentile,0.6666666666666666,"{'C': 907.2242375523597, 'kernel': 'sigmoid', 'gamma': 719.3028168568779, 'degree': 1, 'coef0': 29.271967090827566, 'random_state': 42}"
79,x_displacement_skewness,0.6533333333333333,"{'C': 650.8234379300188, 'kernel': 'sigmoid', 'gamma': 452.91728499244215, 'degree': 4, 'coef0': 872.3646219095781, 'random_state': 42}"
80,x_displacement_kurtosis,0.6666666666666666,"{'C': 324.8611886464064, 'kernel': 'sigmoid', 'gamma': 941.5080805816409, 'degree': 1, 'coef0': 777.434853378743, 'random_state': 42}"
81,x_velocity_max,0.6933333333333334,"{'C': 507.2670040269642, 'kernel': 'sigmoid', 'gamma': 738.1232297722186, 'degree': 1, 'coef0': 836.2497184084823, 'random_state': 42}"
82,x_velocity_min,0.5333333333333333,"{'C': 359.1137435794149, 'kernel': 'rbf', 'gamma': 364.6133739335199, 'degree': 1, 'coef0': 77.60005398547472, 'random_state': 42}"
83,x_velocity_mean,0.8,"{'C': 270.3291327613756, 'kernel': 'sigmoid', 'gamma': 241.996321669746, 'degree': 3, 'coef0': 161.4297202588998, 'random_state': 42}"
84,x_velocity_median,0.6266666666666667,"{'C': 308.63074870852114, 'kernel': 'sigmoid', 'gamma': 950.7747280937705, 'degree': 4, 'coef0': 422.552988678806, 'random_state': 42}"
85,x_velocity_variance,0.7866666666666666,"{'C': 0.3929893897208352, 'kernel': 'sigmoid', 'gamma': 567.2422813774203, 'degree': 1, 'coef0': 349.8513353591186, 'random_state': 42}"
86,x_velocity_standard_deviation,0.7066666666666667,"{'C': 522.0302977299395, 'kernel': 'sigmoid', 'gamma': 893.6874596998331, 'degree': 5, 'coef0': 89.42529394984315, 'random_state': 42}"
87,x_velocity_99th_percentile,0.8,"{'C': 344.9566629717459, 'kernel': 'sigmoid', 'gamma': 633.6551941641759, 'degree': 3, 'coef0': 464.9506377500771, 'random_state': 42}"
88,x_velocity_displacement_between_99th_percentile_and_1st_percentile,0.76,"{'C': 964.5257034456383, 'kernel': 'sigmoid', 'gamma': 956.2251670531278, 'degree': 4, 'coef0': 695.3918275162871, 'random_state': 42}"
89,x_velocity_skewness,0.7066666666666667,"{'C': 0.7041201345840307, 'kernel': 'sigmoid', 'gamma': 856.4487532660838, 'degree': 2, 'coef0': 411.77183056239596, 'random_state': 42}"
90,x_velocity_kurtosis,0.7466666666666667,"{'C': 643.4181859290306, 'kernel': 'sigmoid', 'gamma': 722.4439083300394, 'degree': 1, 'coef0': 298.38469753490983, 'random_state': 42}"
91,y_displacement_max,0.64,"{'C': 10.409354040828845, 'kernel': 'rbf', 'gamma': 701.877719837548, 'degree': 2, 'coef0': 800.8960368282171, 'random_state': 42}"
92,y_displacement_mean,0.6266666666666667,"{'C': 746.8370298729908, 'kernel': 'sigmoid', 'gamma': 585.2592820167231, 'degree': 5, 'coef0': 935.7045195645111, 'random_state': 42}"
93,y_displacement_median,0.5866666666666667,"{'C': 184.0390781751788, 'kernel': 'sigmoid', 'gamma': 599.286328843264, 'degree': 1, 'coef0': 768.6212588111523, 'random_state': 42}"
94,y_displacement_variance,0.6933333333333334,"{'C': 805.2327342654867, 'kernel': 'rbf', 'gamma': 14.583237146516318, 'degree': 2, 'coef0': 27.437318821263858, 'random_state': 42}"
95,y_displacement_standard_deviation,0.7066666666666667,"{'C': 94.64575533989947, 'kernel': 'sigmoid', 'gamma': 355.43957067885566, 'degree': 5, 'coef0': 196.2211073657893, 'random_state': 42}"
96,y_displacement_99th_percentile,0.7333333333333333,"{'C': 752.9508850014303, 'kernel': 'sigmoid', 'gamma': 538.3573674448778, 'degree': 2, 'coef0': 895.5633073151258, 'random_state': 42}"
97,y_displacement_displacement_between_99th_percentile_and_1st_percentile,0.7333333333333333,"{'C': 643.9511803194218, 'kernel': 'sigmoid', 'gamma': 124.72931846950607, 'degree': 2, 'coef0': 332.1449918394265, 'random_state': 42}"
98,y_displacement_skewness,0.6533333333333333,"{'C': 939.4528892061046, 'kernel': 'rbf', 'gamma': 327.94445059690327, 'degree': 5, 'coef0': 940.1804234881689, 'random_state': 42}"
99,y_displacement_kurtosis,0.68,"{'C': 496.7974433831931, 'kernel': 'sigmoid', 'gamma': 507.85662388906746, 'degree': 1, 'coef0': 307.4119383052281, 'random_state': 42}"
100,y_velocity_max,0.72,"{'C': 0.2063806369196577, 'kernel': 'sigmoid', 'gamma': 903.3731336843853, 'degree': 4, 'coef0': 606.7317595214797, 'random_state': 42}"
101,y_velocity_min,0.5333333333333333,"{'C': 314.73958466225776, 'kernel': 'rbf', 'gamma': 478.43874012894935, 'degree': 5, 'coef0': 16.82161644531958, 'random_state': 42}"
102,y_velocity_mean,0.6666666666666666,"{'C': 829.0976632008579, 'kernel': 'sigmoid', 'gamma': 567.8603066362076, 'degree': 2, 'coef0': 69.75672853806246, 'random_state': 42}"
103,y_velocity_median,0.64,"{'C': 278.4560994954822, 'kernel': 'rbf', 'gamma': 765.8782120845709, 'degree': 4, 'coef0': 780.6700215763706, 'random_state': 42}"
104,y_velocity_variance,0.6666666666666666,"{'C': 749.0121783622401, 'kernel': 'rbf', 'gamma': 215.8663700562841, 'degree': 5, 'coef0': 933.327915665112, 'random_state': 42}"
105,y_velocity_standard_deviation,0.6533333333333333,"{'C': 142.1353343085689, 'kernel': 'sigmoid', 'gamma': 488.3620839021957, 'degree': 5, 'coef0': 25.11016371575446, 'random_state': 42}"
106,y_velocity_99th_percentile,0.9333333333333333,"{'C': 38.36320759227469, 'kernel': 'sigmoid', 'gamma': 116.60815161951392, 'degree': 4, 'coef0': 367.1277061913182, 'random_state': 42}"
107,y_velocity_displacement_between_99th_percentile_and_1st_percentile,0.9333333333333333,"{'C': 155.87761581598735, 'kernel': 'sigmoid', 'gamma': 272.5727963116299, 'degree': 4, 'coef0': 855.4512987558022, 'random_state': 42}"
108,y_velocity_skewness,0.72,"{'C': 438.02642922697595, 'kernel': 'rbf', 'gamma': 2.9369060673840006, 'degree': 2, 'coef0': 979.1458728918982, 'random_state': 42}"
109,y_velocity_kurtosis,0.6533333333333333,"{'C': 824.726973478522, 'kernel': 'sigmoid', 'gamma': 517.455091601198, 'degree': 1, 'coef0': 971.0709094181511, 'random_state': 42}"
110,x_displacement_no_abs_max,0.76,"{'C': 223.63258466202902, 'kernel': 'sigmoid', 'gamma': 977.4007998311198, 'degree': 2, 'coef0': 186.40312105775942, 'random_state': 42}"
111,x_displacement_no_abs_min,0.6933333333333334,"{'C': 137.25990990038176, 'kernel': 'sigmoid', 'gamma': 415.6229500611648, 'degree': 5, 'coef0': 327.49298759847795, 'random_state': 42}"
112,x_displacement_no_abs_mean,0.7066666666666667,"{'C': 829.4046342896108, 'kernel': 'sigmoid', 'gamma': 776.1654869248209, 'degree': 1, 'coef0': 721.5416495606603, 'random_state': 42}"
113,x_displacement_no_abs_median,0.5066666666666667,"{'C': 453.44126211723596, 'kernel': 'sigmoid', 'gamma': 207.16890473794544, 'degree': 4, 'coef0': 434.29708425768223, 'random_state': 42}"
114,x_displacement_no_abs_variance,0.68,"{'C': 0.22794946044168896, 'kernel': 'rbf', 'gamma': 441.50743038253034, 'degree': 4, 'coef0': 202.12883014868154, 'random_state': 42}"
115,x_displacement_no_abs_standard_deviation,0.7066666666666667,"{'C': 170.70639056427297, 'kernel': 'sigmoid', 'gamma': 989.934807518514, 'degree': 3, 'coef0': 169.7498778806744, 'random_state': 42}"
116,x_displacement_no_abs_1st_percentile,0.72,"{'C': 343.2927326833273, 'kernel': 'sigmoid', 'gamma': 159.13152847109305, 'degree': 5, 'coef0': 133.48939022498104, 'random_state': 42}"
117,x_displacement_no_abs_99th_percentile,0.72,"{'C': 563.6832034186612, 'kernel': 'rbf', 'gamma': 329.69681224534594, 'degree': 5, 'coef0': 184.53337426563573, 'random_state': 42}"
118,x_displacement_no_abs_displacement_between_99th_percentile_and_1st_percentile,0.6133333333333333,"{'C': 167.45801213579819, 'kernel': 'rbf', 'gamma': 540.1602050837444, 'degree': 1, 'coef0': 190.1229375187964, 'random_state': 42}"
119,x_displacement_no_abs_skewness,0.6933333333333334,"{'C': 426.494478718191, 'kernel': 'sigmoid', 'gamma': 781.8102005761822, 'degree': 5, 'coef0': 343.5413024445977, 'random_state': 42}"
120,x_displacement_no_abs_kurtosis,0.64,"{'C': 627.9915389040071, 'kernel': 'sigmoid', 'gamma': 704.2634794500634, 'degree': 2, 'coef0': 477.51826079702244, 'random_state': 42}"
121,x_velocity_no_abs_max,0.6,"{'C': 361.13868216654146, 'kernel': 'rbf', 'gamma': 624.8178392967668, 'degree': 2, 'coef0': 197.01375349279925, 'random_state': 42}"
122,x_velocity_no_abs_min,0.8,"{'C': 0.8600348862775355, 'kernel': 'sigmoid', 'gamma': 537.9251656100478, 'degree': 1, 'coef0': 241.41056135853333, 'random_state': 42}"
123,x_velocity_no_abs_mean,0.52,"{'C': 984.3617044760783, 'kernel': 'rbf', 'gamma': 881.3518662905644, 'degree': 2, 'coef0': 843.3380350001062, 'random_state': 42}"
124,x_velocity_no_abs_median,0.5066666666666667,"{'C': 544.1115166018066, 'kernel': 'sigmoid', 'gamma': 273.3898017134867, 'degree': 5, 'coef0': 363.95216836151724, 'random_state': 42}"
125,x_velocity_no_abs_variance,0.6666666666666666,"{'C': 85.18482401415321, 'kernel': 'sigmoid', 'gamma': 458.64047375535006, 'degree': 1, 'coef0': 977.3376893193853, 'random_state': 42}"
126,x_velocity_no_abs_standard_deviation,0.7066666666666667,"{'C': 972.9531506127634, 'kernel': 'sigmoid', 'gamma': 818.3063888548296, 'degree': 2, 'coef0': 76.13827177455428, 'random_state': 42}"
127,x_velocity_no_abs_1st_percentile,0.7066666666666667,"{'C': 417.29738085747533, 'kernel': 'sigmoid', 'gamma': 460.5382164780989, 'degree': 2, 'coef0': 569.4480787959861, 'random_state': 42}"
128,x_velocity_no_abs_99th_percentile,0.7066666666666667,"{'C': 172.1031489934914, 'kernel': 'sigmoid', 'gamma': 517.7974477644979, 'degree': 2, 'coef0': 129.09673825111557, 'random_state': 42}"
129,x_velocity_no_abs_displacement_between_99th_percentile_and_1st_percentile,0.6666666666666666,"{'C': 427.2012545780936, 'kernel': 'sigmoid', 'gamma': 695.4954355150667, 'degree': 1, 'coef0': 257.4003222756754, 'random_state': 42}"
130,x_velocity_no_abs_skewness,0.6666666666666666,"{'C': 768.8647665231923, 'kernel': 'sigmoid', 'gamma': 960.9525776874544, 'degree': 3, 'coef0': 222.24513809398294, 'random_state': 42}"
131,x_velocity_no_abs_kurtosis,0.6533333333333333,"{'C': 527.5900727422501, 'kernel': 'sigmoid', 'gamma': 874.712231632263, 'degree': 4, 'coef0': 583.0904833120966, 'random_state': 42}"
132,y_displacement_no_abs_max,0.7066666666666667,"{'C': 249.94955916592616, 'kernel': 'sigmoid', 'gamma': 481.90650453077274, 'degree': 5, 'coef0': 781.1785545377468, 'random_state': 42}"
133,y_displacement_no_abs_min,0.7866666666666666,"{'C': 0.9261765232866956, 'kernel': 'sigmoid', 'gamma': 970.2863855084751, 'degree': 3, 'coef0': 467.48157707522, 'random_state': 42}"
134,y_displacement_no_abs_mean,0.7733333333333333,"{'C': 381.27258942550236, 'kernel': 'sigmoid', 'gamma': 537.7669902377595, 'degree': 4, 'coef0': 231.72921562350427, 'random_state': 42}"
135,y_displacement_no_abs_median,0.5466666666666666,"{'C': 581.7804906437524, 'kernel': 'sigmoid', 'gamma': 917.8757679868022, 'degree': 3, 'coef0': 920.7702284740362, 'random_state': 42}"
136,y_displacement_no_abs_variance,0.6266666666666667,"{'C': 434.556226526551, 'kernel': 'rbf', 'gamma': 50.71177497802188, 'degree': 3, 'coef0': 214.24825242813588, 'random_state': 42}"
137,y_displacement_no_abs_standard_deviation,0.6133333333333333,"{'C': 762.2378058954472, 'kernel': 'sigmoid', 'gamma': 647.3403359589134, 'degree': 2, 'coef0': 235.3136470250932, 'random_state': 42}"
138,y_displacement_no_abs_1st_percentile,0.6933333333333334,"{'C': 730.3592671556382, 'kernel': 'sigmoid', 'gamma': 947.945059820443, 'degree': 5, 'coef0': 173.40351168669326, 'random_state': 42}"
139,y_displacement_no_abs_99th_percentile,0.7066666666666667,"{'C': 969.6784959626043, 'kernel': 'sigmoid', 'gamma': 215.91817033245607, 'degree': 3, 'coef0': 475.94613828090456, 'random_state': 42}"
140,y_displacement_no_abs_displacement_between_99th_percentile_and_1st_percentile,0.8666666666666667,"{'C': 213.95190383629054, 'kernel': 'sigmoid', 'gamma': 215.02311681357287, 'degree': 3, 'coef0': 671.9581835439112, 'random_state': 42}"
141,y_displacement_no_abs_skewness,0.6666666666666666,"{'C': 989.3936387017718, 'kernel': 'rbf', 'gamma': 264.1911199240117, 'degree': 4, 'coef0': 987.6147847426271, 'random_state': 42}"
