,feature,score,param
16,y_standard_deviation,0.6133333333333333,"{'C': 204.98768081868332, 'kernel': 'rbf', 'gamma': 149.47009015159574, 'degree': 3, 'coef0': 392.3763380732422, 'random_state': 42}"
17,y_1st_percentile,0.88,"{'C': 965.2653138600022, 'kernel': 'sigmoid', 'gamma': 873.7075739089214, 'degree': 2, 'coef0': 552.5834448160861, 'random_state': 42}"
18,y_99th_percentile,0.7333333333333333,"{'C': 189.95326157232176, 'kernel': 'sigmoid', 'gamma': 988.5059694312616, 'degree': 5, 'coef0': 172.75291422723734, 'random_state': 42}"
19,y_displacement_between_99th_percentile_and_1st_percentile,0.7333333333333333,"{'C': 91.19825865460412, 'kernel': 'rbf', 'gamma': 8.705984045703012, 'degree': 5, 'coef0': 612.9990294436548, 'random_state': 42}"
20,y_skewness,0.8266666666666667,"{'C': 0.13547381688695737, 'kernel': 'sigmoid', 'gamma': 772.9594641417266, 'degree': 2, 'coef0': 718.2125719493054, 'random_state': 42}"
21,y_kurtosis,0.64,"{'C': 32.828796875004876, 'kernel': 'rbf', 'gamma': 46.391220641019174, 'degree': 2, 'coef0': 67.79702690818053, 'random_state': 42}"
22,pressure_max,0.7466666666666667,"{'C': 260.75534161511314, 'kernel': 'sigmoid', 'gamma': 573.395434710323, 'degree': 5, 'coef0': 524.1358115694937, 'random_state': 42}"
23,pressure_mean,0.64,"{'C': 331.8472483424057, 'kernel': 'rbf', 'gamma': 18.287604200323287, 'degree': 1, 'coef0': 246.8298429615459, 'random_state': 42}"
24,pressure_median,0.6933333333333334,"{'C': 297.6476513993783, 'kernel': 'sigmoid', 'gamma': 606.3632545817264, 'degree': 4, 'coef0': 367.62978555752267, 'random_state': 42}"
25,pressure_variance,0.72,"{'C': 927.3575600453283, 'kernel': 'sigmoid', 'gamma': 861.19547929478, 'degree': 4, 'coef0': 673.1243758224043, 'random_state': 42}"
26,pressure_standard_deviation,0.68,"{'C': 987.2853832184892, 'kernel': 'sigmoid', 'gamma': 702.3929005719094, 'degree': 5, 'coef0': 236.61885480159907, 'random_state': 42}"
27,pressure_99th_percentile,0.6933333333333334,"{'C': 429.59307118012316, 'kernel': 'sigmoid', 'gamma': 621.4627039487643, 'degree': 2, 'coef0': 907.3774246687608, 'random_state': 42}"
28,pressure_displacement_between_99th_percentile_and_1st_percentile,0.6133333333333333,"{'C': 64.6302196853559, 'kernel': 'sigmoid', 'gamma': 847.1724906760275, 'degree': 2, 'coef0': 861.8815461995962, 'random_state': 42}"
29,pressure_skewness,0.7066666666666667,"{'C': 37.30013699660355, 'kernel': 'sigmoid', 'gamma': 184.2097012165302, 'degree': 3, 'coef0': 850.4192411550503, 'random_state': 42}"
30,pressure_kurtosis,0.76,"{'C': 962.7000903939826, 'kernel': 'sigmoid', 'gamma': 406.7394662789502, 'degree': 2, 'coef0': 592.7299783233265, 'random_state': 42}"
31,azimuth_max,0.8933333333333333,"{'C': 653.9109513323767, 'kernel': 'sigmoid', 'gamma': 255.4218738147986, 'degree': 1, 'coef0': 907.3614602567503, 'random_state': 42}"
32,azimuth_min,0.5866666666666667,"{'C': 826.4102587900684, 'kernel': 'rbf', 'gamma': 858.4729895848446, 'degree': 4, 'coef0': 720.8460789816526, 'random_state': 42}"
33,azimuth_mean,0.6,"{'C': 512.8694463575002, 'kernel': 'rbf', 'gamma': 0.566109222393095, 'degree': 3, 'coef0': 613.2164273129796, 'random_state': 42}"
34,azimuth_median,0.6533333333333333,"{'C': 255.969575226525, 'kernel': 'sigmoid', 'gamma': 27.93484018546873, 'degree': 4, 'coef0': 128.26859625536125, 'random_state': 42}"
35,azimuth_variance,0.68,"{'C': 225.32942051340004, 'kernel': 'sigmoid', 'gamma': 961.0738613844907, 'degree': 1, 'coef0': 31.390010615870555, 'random_state': 42}"
36,azimuth_standard_deviation,0.7066666666666667,"{'C': 545.4438840179952, 'kernel': 'sigmoid', 'gamma': 444.3071466221503, 'degree': 1, 'coef0': 129.64220959910674, 'random_state': 42}"
37,azimuth_1st_percentile,0.76,"{'C': 17.530136254933907, 'kernel': 'rbf', 'gamma': 296.03227935313754, 'degree': 1, 'coef0': 312.9623902293832, 'random_state': 42}"
38,azimuth_99th_percentile,0.6133333333333333,"{'C': 477.436423934859, 'kernel': 'sigmoid', 'gamma': 999.3972314393362, 'degree': 1, 'coef0': 10.62623758312372, 'random_state': 42}"
39,azimuth_displacement_between_99th_percentile_and_1st_percentile,0.6933333333333334,"{'C': 965.8953803798321, 'kernel': 'sigmoid', 'gamma': 458.5783407198736, 'degree': 3, 'coef0': 899.1546441280668, 'random_state': 42}"
40,azimuth_skewness,0.68,"{'C': 330.68295330455237, 'kernel': 'sigmoid', 'gamma': 622.8729692462343, 'degree': 2, 'coef0': 517.4411735096858, 'random_state': 42}"
41,azimuth_kurtosis,0.6,"{'C': 204.0906181324503, 'kernel': 'rbf', 'gamma': 79.68517093400106, 'degree': 2, 'coef0': 805.458982010625, 'random_state': 42}"
42,altitude_max,0.7733333333333333,"{'C': 447.07379641848473, 'kernel': 'sigmoid', 'gamma': 763.2002257479553, 'degree': 4, 'coef0': 403.0836519927507, 'random_state': 42}"
43,altitude_min,0.5866666666666667,"{'C': 625.2203319381211, 'kernel': 'sigmoid', 'gamma': 645.8562099802591, 'degree': 2, 'coef0': 876.2108076575222, 'random_state': 42}"
44,altitude_mean,0.64,"{'C': 895.905810566575, 'kernel': 'sigmoid', 'gamma': 568.8258126799403, 'degree': 3, 'coef0': 187.41493051751425, 'random_state': 42}"
45,altitude_median,0.8,"{'C': 0.4065029271148459, 'kernel': 'sigmoid', 'gamma': 506.97135995376505, 'degree': 3, 'coef0': 454.74399197458115, 'random_state': 42}"
46,altitude_variance,0.72,"{'C': 215.44976867934133, 'kernel': 'sigmoid', 'gamma': 549.2031400941423, 'degree': 5, 'coef0': 214.67555670094933, 'random_state': 42}"
47,altitude_standard_deviation,0.8266666666666667,"{'C': 0.7101582980987491, 'kernel': 'sigmoid', 'gamma': 447.9627932210538, 'degree': 4, 'coef0': 248.17770966676673, 'random_state': 42}"
48,altitude_1st_percentile,0.5733333333333334,"{'C': 783.111225410854, 'kernel': 'rbf', 'gamma': 675.4595236278635, 'degree': 4, 'coef0': 506.10109844997623, 'random_state': 42}"
49,altitude_99th_percentile,0.6266666666666667,"{'C': 838.1759247866696, 'kernel': 'sigmoid', 'gamma': 517.4108885174488, 'degree': 1, 'coef0': 579.6088630553464, 'random_state': 42}"
50,altitude_displacement_between_99th_percentile_and_1st_percentile,0.6266666666666667,"{'C': 34.767080867470035, 'kernel': 'sigmoid', 'gamma': 553.0190559235034, 'degree': 2, 'coef0': 882.8147984851097, 'random_state': 42}"
51,altitude_skewness,0.7066666666666667,"{'C': 85.39280857680814, 'kernel': 'sigmoid', 'gamma': 919.7520033391677, 'degree': 5, 'coef0': 418.6277227461649, 'random_state': 42}"
52,altitude_kurtosis,0.64,"{'C': 142.45042672666816, 'kernel': 'sigmoid', 'gamma': 999.6636203237786, 'degree': 4, 'coef0': 26.848106104480678, 'random_state': 42}"
53,displacement_max,0.6666666666666666,"{'C': 0.35402827074240406, 'kernel': 'sigmoid', 'gamma': 477.1103017776113, 'degree': 4, 'coef0': 612.3690821196599, 'random_state': 42}"
54,displacement_mean,0.7866666666666666,"{'C': 268.3574790497201, 'kernel': 'sigmoid', 'gamma': 525.5132993478869, 'degree': 1, 'coef0': 618.6779232074181, 'random_state': 42}"
55,displacement_median,0.6533333333333333,"{'C': 151.92534259814553, 'kernel': 'sigmoid', 'gamma': 722.7446752839129, 'degree': 3, 'coef0': 548.0919882139551, 'random_state': 42}"
56,displacement_variance,0.6533333333333333,"{'C': 521.9494032729323, 'kernel': 'sigmoid', 'gamma': 792.545156223299, 'degree': 5, 'coef0': 447.0598430563144, 'random_state': 42}"
57,displacement_standard_deviation,0.6133333333333333,"{'C': 216.1675823375466, 'kernel': 'rbf', 'gamma': 159.03990279771628, 'degree': 4, 'coef0': 982.2532171267302, 'random_state': 42}"
58,displacement_99th_percentile,0.7466666666666667,"{'C': 828.3637789109472, 'kernel': 'sigmoid', 'gamma': 926.5326298427951, 'degree': 3, 'coef0': 363.1109338349002, 'random_state': 42}"
59,displacement_displacement_between_99th_percentile_and_1st_percentile,0.72,"{'C': 999.3263389023824, 'kernel': 'sigmoid', 'gamma': 725.7834375874382, 'degree': 2, 'coef0': 284.8773234630962, 'random_state': 42}"
60,displacement_skewness,0.6933333333333334,"{'C': 0.46460460456969344, 'kernel': 'sigmoid', 'gamma': 656.188551560946, 'degree': 3, 'coef0': 45.24307760939624, 'random_state': 42}"
61,displacement_kurtosis,0.5866666666666667,"{'C': 670.7319404711415, 'kernel': 'sigmoid', 'gamma': 452.21718701980194, 'degree': 3, 'coef0': 694.8678738218546, 'random_state': 42}"
62,velocity_max,0.7866666666666666,"{'C': 779.377167375517, 'kernel': 'sigmoid', 'gamma': 508.3577018330168, 'degree': 5, 'coef0': 179.7835127898032, 'random_state': 42}"
63,velocity_min,0.5066666666666667,"{'C': 65.28950529627348, 'kernel': 'sigmoid', 'gamma': 323.220688574195, 'degree': 2, 'coef0': 704.894271231403, 'random_state': 42}"
64,velocity_mean,0.6666666666666666,"{'C': 111.11989057361512, 'kernel': 'sigmoid', 'gamma': 876.0536908477404, 'degree': 1, 'coef0': 424.6459586258923, 'random_state': 42}"
65,velocity_median,0.64,"{'C': 922.8597660943396, 'kernel': 'sigmoid', 'gamma': 510.8753222092036, 'degree': 5, 'coef0': 94.72247809151418, 'random_state': 42}"
66,velocity_variance,0.7466666666666667,"{'C': 469.3690359521988, 'kernel': 'sigmoid', 'gamma': 720.1749327026696, 'degree': 1, 'coef0': 166.72319214332097, 'random_state': 42}"
67,velocity_standard_deviation,0.76,"{'C': 840.9194400445539, 'kernel': 'sigmoid', 'gamma': 715.1843723450365, 'degree': 2, 'coef0': 658.9853164010926, 'random_state': 42}"
68,velocity_99th_percentile,0.76,"{'C': 954.3979262943534, 'kernel': 'sigmoid', 'gamma': 793.0289448437342, 'degree': 5, 'coef0': 314.83221978102085, 'random_state': 42}"
69,velocity_displacement_between_99th_percentile_and_1st_percentile,0.72,"{'C': 417.64736263749734, 'kernel': 'sigmoid', 'gamma': 928.1306757118824, 'degree': 2, 'coef0': 369.7741060915041, 'random_state': 42}"
70,velocity_skewness,0.7466666666666667,"{'C': 968.7328059912674, 'kernel': 'sigmoid', 'gamma': 194.58687878497392, 'degree': 2, 'coef0': 638.3479337821958, 'random_state': 42}"
71,velocity_kurtosis,0.5866666666666667,"{'C': 1.1267340049339793, 'kernel': 'rbf', 'gamma': 336.02843532900255, 'degree': 3, 'coef0': 164.13060520231585, 'random_state': 42}"
72,x_displacement_max,0.7066666666666667,"{'C': 262.0731430505487, 'kernel': 'rbf', 'gamma': 590.6117726351565, 'degree': 5, 'coef0': 476.3410488317365, 'random_state': 42}"
73,x_displacement_mean,0.9066666666666666,"{'C': 304.5544047307387, 'kernel': 'sigmoid', 'gamma': 185.13332056886048, 'degree': 2, 'coef0': 247.93296157438863, 'random_state': 42}"
74,x_displacement_median,0.56,"{'C': 772.1894307526243, 'kernel': 'sigmoid', 'gamma': 854.3336323763684, 'degree': 1, 'coef0': 3.5300742336618227, 'random_state': 42}"
75,x_displacement_variance,0.6933333333333334,"{'C': 812.9465088814874, 'kernel': 'rbf', 'gamma': 0.8938276243705765, 'degree': 3, 'coef0': 536.1091055046854, 'random_state': 42}"
76,x_displacement_standard_deviation,0.6,"{'C': 114.28737304952332, 'kernel': 'rbf', 'gamma': 453.4577709586965, 'degree': 2, 'coef0': 563.0587092999194, 'random_state': 42}"
77,x_displacement_99th_percentile,0.7066666666666667,"{'C': 747.5126312312668, 'kernel': 'sigmoid', 'gamma': 764.168373304735, 'degree': 5, 'coef0': 396.39641041747666, 'random_state': 42}"
78,x_displacement_displacement_between_99th_percentile_and_1st_percentile,0.72,"{'C': 0.27616571919633515, 'kernel': 'sigmoid', 'gamma': 602.9827813366937, 'degree': 2, 'coef0': 520.9669231942523, 'random_state': 42}"
79,x_displacement_skewness,0.64,"{'C': 879.3801528858295, 'kernel': 'sigmoid', 'gamma': 758.4942178967478, 'degree': 1, 'coef0': 32.848109726574656, 'random_state': 42}"
80,x_displacement_kurtosis,0.7866666666666666,"{'C': 366.6018481455411, 'kernel': 'sigmoid', 'gamma': 241.94198330748958, 'degree': 1, 'coef0': 837.8682460450399, 'random_state': 42}"
81,x_velocity_max,0.7866666666666666,"{'C': 0.5352153937684179, 'kernel': 'sigmoid', 'gamma': 630.6528702095408, 'degree': 1, 'coef0': 772.8726601328989, 'random_state': 42}"
82,x_velocity_min,0.5066666666666667,"{'C': 941.0090266289176, 'kernel': 'sigmoid', 'gamma': 313.23436852681726, 'degree': 2, 'coef0': 414.72541135556276, 'random_state': 42}"
83,x_velocity_mean,0.7466666666666667,"{'C': 917.1859367230446, 'kernel': 'sigmoid', 'gamma': 777.6763691491784, 'degree': 3, 'coef0': 532.4589656087094, 'random_state': 42}"
84,x_velocity_median,0.6533333333333333,"{'C': 704.7110813424332, 'kernel': 'sigmoid', 'gamma': 567.9123452699135, 'degree': 3, 'coef0': 217.66619118558162, 'random_state': 42}"
85,x_velocity_variance,0.76,"{'C': 572.4844634063916, 'kernel': 'sigmoid', 'gamma': 933.7254050727074, 'degree': 3, 'coef0': 745.9600985081057, 'random_state': 42}"
86,x_velocity_standard_deviation,0.6266666666666667,"{'C': 233.3414407870635, 'kernel': 'sigmoid', 'gamma': 898.9103760776612, 'degree': 3, 'coef0': 603.898486625027, 'random_state': 42}"
87,x_velocity_99th_percentile,0.64,"{'C': 48.61026487986425, 'kernel': 'sigmoid', 'gamma': 490.50643695262636, 'degree': 4, 'coef0': 236.89231338514767, 'random_state': 42}"
88,x_velocity_displacement_between_99th_percentile_and_1st_percentile,0.64,"{'C': 884.1987785381004, 'kernel': 'sigmoid', 'gamma': 819.2179051214977, 'degree': 1, 'coef0': 594.8260415445302, 'random_state': 42}"
89,x_velocity_skewness,0.5733333333333334,"{'C': 710.865367233275, 'kernel': 'sigmoid', 'gamma': 981.6711980766397, 'degree': 5, 'coef0': 621.8043202077799, 'random_state': 42}"
90,x_velocity_kurtosis,0.64,"{'C': 600.6985221805713, 'kernel': 'sigmoid', 'gamma': 849.9781676256447, 'degree': 3, 'coef0': 271.44562944063387, 'random_state': 42}"
91,y_displacement_max,0.64,"{'C': 493.2799247092639, 'kernel': 'sigmoid', 'gamma': 426.1040001711249, 'degree': 4, 'coef0': 115.36210357829898, 'random_state': 42}"
92,y_displacement_mean,0.6266666666666667,"{'C': 329.7438213536707, 'kernel': 'sigmoid', 'gamma': 703.0223599268409, 'degree': 1, 'coef0': 471.09228554354155, 'random_state': 42}"
93,y_displacement_median,0.6266666666666667,"{'C': 113.99336397404025, 'kernel': 'rbf', 'gamma': 0.5354445216056476, 'degree': 3, 'coef0': 461.4484003307455, 'random_state': 42}"
94,y_displacement_variance,0.72,"{'C': 163.08682977051032, 'kernel': 'rbf', 'gamma': 245.02805221054487, 'degree': 2, 'coef0': 976.8157105285544, 'random_state': 42}"
95,y_displacement_standard_deviation,0.6933333333333334,"{'C': 199.62843850205408, 'kernel': 'rbf', 'gamma': 55.808563641465184, 'degree': 2, 'coef0': 177.88735415363607, 'random_state': 42}"
96,y_displacement_99th_percentile,0.6266666666666667,"{'C': 405.7110629072049, 'kernel': 'sigmoid', 'gamma': 336.40366157143524, 'degree': 2, 'coef0': 203.33362522806382, 'random_state': 42}"
97,y_displacement_displacement_between_99th_percentile_and_1st_percentile,0.6533333333333333,"{'C': 802.9559517904758, 'kernel': 'sigmoid', 'gamma': 679.4765058150124, 'degree': 3, 'coef0': 360.59811357497756, 'random_state': 42}"
98,y_displacement_skewness,0.7466666666666667,"{'C': 151.50050726131596, 'kernel': 'sigmoid', 'gamma': 301.3755608911923, 'degree': 4, 'coef0': 133.00288862166727, 'random_state': 42}"
99,y_displacement_kurtosis,0.6266666666666667,"{'C': 971.5995595062012, 'kernel': 'rbf', 'gamma': 198.05822804620277, 'degree': 1, 'coef0': 965.1997881138356, 'random_state': 42}"
100,y_velocity_max,0.6533333333333333,"{'C': 409.08796884176263, 'kernel': 'sigmoid', 'gamma': 662.5782864459619, 'degree': 1, 'coef0': 746.3465713726746, 'random_state': 42}"
101,y_velocity_min,0.5066666666666667,"{'C': 88.98099228632807, 'kernel': 'sigmoid', 'gamma': 504.75751640303844, 'degree': 3, 'coef0': 700.6873016840314, 'random_state': 42}"
102,y_velocity_mean,0.6266666666666667,"{'C': 387.77154752175346, 'kernel': 'sigmoid', 'gamma': 788.1119722981481, 'degree': 5, 'coef0': 269.2793648087072, 'random_state': 42}"
103,y_velocity_median,0.72,"{'C': 123.30969363531538, 'kernel': 'sigmoid', 'gamma': 580.5024218920017, 'degree': 2, 'coef0': 130.6255684632141, 'random_state': 42}"
104,y_velocity_variance,0.64,"{'C': 186.47068658144028, 'kernel': 'sigmoid', 'gamma': 951.065901731443, 'degree': 5, 'coef0': 297.30857372426453, 'random_state': 42}"
105,y_velocity_standard_deviation,0.68,"{'C': 532.4275019674657, 'kernel': 'sigmoid', 'gamma': 899.4916667963599, 'degree': 5, 'coef0': 558.5206429941305, 'random_state': 42}"
106,y_velocity_99th_percentile,0.6533333333333333,"{'C': 685.5450443407207, 'kernel': 'sigmoid', 'gamma': 379.2428343778057, 'degree': 5, 'coef0': 247.31884120047545, 'random_state': 42}"
107,y_velocity_displacement_between_99th_percentile_and_1st_percentile,0.64,"{'C': 758.4752677701127, 'kernel': 'sigmoid', 'gamma': 890.1766009765466, 'degree': 3, 'coef0': 353.814903817676, 'random_state': 42}"
108,y_velocity_skewness,0.6666666666666666,"{'C': 39.40778537763545, 'kernel': 'rbf', 'gamma': 994.0191974470174, 'degree': 5, 'coef0': 702.3625117678814, 'random_state': 42}"
109,y_velocity_kurtosis,0.6933333333333334,"{'C': 13.497274023503643, 'kernel': 'rbf', 'gamma': 43.24161180663478, 'degree': 1, 'coef0': 875.1435946331667, 'random_state': 42}"
110,x_displacement_no_abs_max,0.6933333333333334,"{'C': 66.97397630756811, 'kernel': 'rbf', 'gamma': 492.12035130303684, 'degree': 1, 'coef0': 646.2591317603825, 'random_state': 42}"
111,x_displacement_no_abs_min,0.6133333333333333,"{'C': 566.0853386451724, 'kernel': 'sigmoid', 'gamma': 372.2593673679475, 'degree': 2, 'coef0': 743.4697032201276, 'random_state': 42}"
112,x_displacement_no_abs_mean,0.7066666666666667,"{'C': 0.12736488686733338, 'kernel': 'sigmoid', 'gamma': 926.1361622260295, 'degree': 1, 'coef0': 574.8616954949944, 'random_state': 42}"
113,x_displacement_no_abs_median,0.5066666666666667,"{'C': 323.5938649445311, 'kernel': 'rbf', 'gamma': 642.066211498922, 'degree': 2, 'coef0': 383.62792240149145, 'random_state': 42}"
114,x_displacement_no_abs_variance,0.72,"{'C': 866.1542777528638, 'kernel': 'rbf', 'gamma': 20.313879236669816, 'degree': 2, 'coef0': 215.14252098399638, 'random_state': 42}"
115,x_displacement_no_abs_standard_deviation,0.64,"{'C': 591.8272334840104, 'kernel': 'rbf', 'gamma': 347.19470710305376, 'degree': 2, 'coef0': 513.4672754283405, 'random_state': 42}"
116,x_displacement_no_abs_1st_percentile,0.68,"{'C': 2.2331561604746435, 'kernel': 'rbf', 'gamma': 15.062373388047556, 'degree': 2, 'coef0': 508.36014732867403, 'random_state': 42}"
117,x_displacement_no_abs_99th_percentile,0.6933333333333334,"{'C': 286.6462330457535, 'kernel': 'sigmoid', 'gamma': 612.6376100524448, 'degree': 5, 'coef0': 263.16518476001295, 'random_state': 42}"
118,x_displacement_no_abs_displacement_between_99th_percentile_and_1st_percentile,0.6666666666666666,"{'C': 865.9455798209078, 'kernel': 'sigmoid', 'gamma': 959.8260874807892, 'degree': 3, 'coef0': 660.6995656877708, 'random_state': 42}"
119,x_displacement_no_abs_skewness,0.6266666666666667,"{'C': 522.531189675915, 'kernel': 'sigmoid', 'gamma': 880.0935563512962, 'degree': 1, 'coef0': 89.0331338922263, 'random_state': 42}"
120,x_displacement_no_abs_kurtosis,0.7466666666666667,"{'C': 0.653942001227179, 'kernel': 'sigmoid', 'gamma': 746.8370787154349, 'degree': 2, 'coef0': 944.2079709304176, 'random_state': 42}"
121,x_velocity_no_abs_max,0.6533333333333333,"{'C': 275.28388290744783, 'kernel': 'sigmoid', 'gamma': 935.9379833922877, 'degree': 4, 'coef0': 401.7486643118539, 'random_state': 42}"
122,x_velocity_no_abs_min,0.6533333333333333,"{'C': 919.8093386322379, 'kernel': 'sigmoid', 'gamma': 594.985565739444, 'degree': 3, 'coef0': 293.89594385097377, 'random_state': 42}"
123,x_velocity_no_abs_mean,0.6666666666666666,"{'C': 761.92238166835, 'kernel': 'sigmoid', 'gamma': 860.5009414288785, 'degree': 3, 'coef0': 313.30583000856194, 'random_state': 42}"
124,x_velocity_no_abs_median,0.5066666666666667,"{'C': 761.4545563092456, 'kernel': 'rbf', 'gamma': 131.8302404888164, 'degree': 5, 'coef0': 442.8929440303795, 'random_state': 42}"
125,x_velocity_no_abs_variance,0.76,"{'C': 471.47316717168576, 'kernel': 'sigmoid', 'gamma': 279.20491800042316, 'degree': 3, 'coef0': 332.1706857230121, 'random_state': 42}"
126,x_velocity_no_abs_standard_deviation,0.6666666666666666,"{'C': 800.0600417734321, 'kernel': 'sigmoid', 'gamma': 591.5696373609529, 'degree': 2, 'coef0': 775.6101763185549, 'random_state': 42}"
127,x_velocity_no_abs_1st_percentile,0.68,"{'C': 538.3598806090348, 'kernel': 'sigmoid', 'gamma': 995.5137522531911, 'degree': 3, 'coef0': 8.35286855781739, 'random_state': 42}"
128,x_velocity_no_abs_99th_percentile,0.7333333333333333,"{'C': 0.17007861844696848, 'kernel': 'sigmoid', 'gamma': 858.8885839915929, 'degree': 3, 'coef0': 443.42910552459216, 'random_state': 42}"
129,x_velocity_no_abs_displacement_between_99th_percentile_and_1st_percentile,0.5866666666666667,"{'C': 232.21070177478396, 'kernel': 'rbf', 'gamma': 570.3041980470376, 'degree': 2, 'coef0': 578.4732863732213, 'random_state': 42}"
130,x_velocity_no_abs_skewness,0.6,"{'C': 132.81022100264803, 'kernel': 'sigmoid', 'gamma': 617.1787960116731, 'degree': 3, 'coef0': 492.67406496439565, 'random_state': 42}"
131,x_velocity_no_abs_kurtosis,0.6266666666666667,"{'C': 130.97790306725247, 'kernel': 'sigmoid', 'gamma': 107.54673923356971, 'degree': 5, 'coef0': 22.537909673718907, 'random_state': 42}"
132,y_displacement_no_abs_max,0.7066666666666667,"{'C': 953.9948220175672, 'kernel': 'sigmoid', 'gamma': 593.4466493263666, 'degree': 2, 'coef0': 340.21323926177337, 'random_state': 42}"
133,y_displacement_no_abs_min,0.6533333333333333,"{'C': 1.3847315301688905, 'kernel': 'rbf', 'gamma': 397.68547545648295, 'degree': 1, 'coef0': 154.7530437945075, 'random_state': 42}"
134,y_displacement_no_abs_mean,0.7066666666666667,"{'C': 57.89587740089953, 'kernel': 'sigmoid', 'gamma': 303.35427234929057, 'degree': 3, 'coef0': 682.7085585505403, 'random_state': 42}"
135,y_displacement_no_abs_variance,0.64,"{'C': 477.07267131480506, 'kernel': 'sigmoid', 'gamma': 720.062373186247, 'degree': 3, 'coef0': 320.4744329069182, 'random_state': 42}"
136,y_displacement_no_abs_standard_deviation,0.7466666666666667,"{'C': 159.95751753148667, 'kernel': 'sigmoid', 'gamma': 522.2830717232107, 'degree': 5, 'coef0': 300.9905221810813, 'random_state': 42}"
137,y_displacement_no_abs_1st_percentile,0.68,"{'C': 189.30797739672585, 'kernel': 'sigmoid', 'gamma': 674.2674717054957, 'degree': 2, 'coef0': 208.6725496820404, 'random_state': 42}"
138,y_displacement_no_abs_99th_percentile,0.68,"{'C': 410.4322967528412, 'kernel': 'rbf', 'gamma': 16.49636298548107, 'degree': 4, 'coef0': 72.36959543256873, 'random_state': 42}"
139,y_displacement_no_abs_displacement_between_99th_percentile_and_1st_percentile,0.72,"{'C': 318.1878577550539, 'kernel': 'sigmoid', 'gamma': 898.2584097597452, 'degree': 5, 'coef0': 375.5834316181141, 'random_state': 42}"
140,y_displacement_no_abs_skewness,0.6666666666666666,"{'C': 0.5384571893909982, 'kernel': 'sigmoid', 'gamma': 222.72913228899222, 'degree': 2, 'coef0': 881.2833120346313, 'random_state': 42}"
141,y_displacement_no_abs_kurtosis,0.7466666666666667,"{'C': 464.55101111718926, 'kernel': 'rbf', 'gamma': 118.03158549725241, 'degree': 3, 'coef0': 138.73460942860203, 'random_state': 42}"
142,y_velocity_no_abs_max,0.68,"{'C': 46.44403579867302, 'kernel': 'rbf', 'gamma': 24.983059737092606, 'degree': 2, 'coef0': 436.8046056120924, 'random_state': 42}"
